irn,DesLabel0(+ group='1'),DesDescription0(+ group='1'),DesBiblioRef0(+ group='1').irn,DesLabel0(+ group='2'),DesDescription0(+ group='2'),DesBiblioRef0(+ group='2').irn,DesLabel0(+ group='3'),DesDescription0(+ group='3'),DesBiblioRef0(+ group='3').irn,DesLabel0(+ group='4'),DesDescription0(+ group='4'),DesBiblioRef0(+ group='4').irn,DesLabel0(+ group='5'),DesDescription0(+ group='5'),DesBiblioRef0(+ group='5').irn,DesLabel0(+ group='6'),DesDescription0(+ group='6'),DesBiblioRef0(+ group='6').irn,DesLabel0(+ group='7'),DesDescription0(+ group='7'),DesBiblioRef0(+ group='7').irn
757529,Type Description,"
Ann. Mag. Nat. Hist., ser. 8, 8:125.
",41852,Description,"Spiny mice are called such because of the very coarse spiny fur.  They generally inhabit dry habitats.Key Reference:1. Kingdon, J. 1984. East African mammals: An atlas of evolution in Africa. (Hares and Rodents). University of Chicago Press, Chicago, 2B:654-658.2. Kingdon, J. 1997. The Kingdon field guide to African mammals, AP Natural World Academic Press, Harcourt Brace & Company, San Diego, p. 204-205.3. Nowak, R. M. 1999. Walker's Mammals of the World. Sixth ed. Johns Hopkins University Press, Baltimore, 2:1344-1346, 1590-1592.

 
",41852,Type Locality,"
Kenya, Chanler Falls, N Guaso Nyiro.
",41852,Measurements, Head and body: 74-94 mmTail length: 48-84 mmHindfoot length: 14-15 mmWeight: 11-33 g,41852,,,,,,,,,
757538,Type Description,"
Reise nach Mossambique, Saugeth., p. 160.
",41852,Description,Spiny mice are called such because of the very coarse spiny fur.  They generally inhabit dry habitats.,41852,Type Locality,"
Mozambique, Tette and Buio.
",41852,Distribution,"Absent from moist forest zones, Acomys spinossimus is a dry woodlands species that prefers rocky sites from central Tanzania to Zambia, Zimbabwe, Malawi and Mozambique. (Kingdon, 1984, 1997)
",41852,Measurements, Total length: 147-181 mmHead and body: 90-109 mmTail length: 80-100 mmHindfoot length: 16-18 mmEar length: 13-16 mmWeight: 10-40 g,41852,,,,,,
757536,Type Description,"
Ann. Mag. Nat. Hist., ser. 6, 10:22.
",41852,Description,Spiny mice are called such because of the very coarse spiny fur.  They generally inhabit dry habitats.,41852,Type Locality,"
Kenya, Mombasa.
",41852,Measurements, Total length: 112-146 mmHead and body: 83-96 mmTail length: 42-48 mmHindfoot length: 12-15 mmEar length: 8-14 mmWeight: 19-27 g,41852,,,,,,,,,
757507,Type Description,"
Proc. Zool. Soc. Lond., 1896:801 [1897].
",41852,Description,"These rats are commonly mistaken for Rattus rattus, but have softer fur and lighter coloration often with ""streaks"" in the pattern of the dorsal fur.
",41852,Type Locality,"
E Zimbabwe, Mashonaland, Mazoe (see Chimimba, 1998:430).
",41852,Distribution,"The woodland species, Aethomys chrysophilus, is found in small social groups in termitaries and rocky outcrops from southwest Kenya and Tanzania down to Mozambique and over to Angola and Namibia. (Kingdon, 1984, 1997)
",41852,Measurements, Total length: 244-345 mmHead and body: 125-162 mmTail length: 138-202 mmHindfoot length: 22-33 mmEar length: 18-21 mmWeight: 63-105 g,41852,,,,,,
757506,Type Description,"
Ann. Mag. Nat. Hist., ser. 7, 9:218.
",41852,Description,"These rats are commonly mistaken for Rattus rattus, but have softer fur and lighter coloration often with ""streaks"" in the pattern of the dorsal fur.
",41852,Type Locality,"
Kenya, Machakos.
",41852,Distribution,"Distributed from Nigeria and the Cameroons over to Kenya and northern Tanzania, Aethomys hindei is a common grassland species which is found in cultivation and fallow. (Kingdon, 1984, 1997)
",41852,Measurements, Head and body: 135-184 mmTail length: 121-186 mmWeight: 58-150 g,41852,,,,,,
757510,Type Description,"
Zool. Jahrb. Syst., 2:228.
",41852,Description,"These rats are commonly mistaken for Rattus rattus, but have softer fur and lighter coloration often with ""streaks"" in the pattern of the dorsal fur.
",41852,Type Locality,"
Dem. Rep. Congo, Katanga Marungu.
",41852,Measurements, Head and body: 150-165 mmTail length: 122-150 mmWeight: 90 g,41852,,,,,,,,,
757773,Type Description,"
Bull. Am. Mus. Nat. Hist., 26:168.
",41852,Description,"Diurnal grassland inhabitants, these rats have grizzled coloration in their fur.
",41852,Type Locality,"
Kenya, Nairobi.
",41852,Measurements, Total length: 173-215 mmHead and body: 106-204 mmTail length: 100-152 mmHindfoot length: 23-32 mmEar length: 16-18 mmWeight: 50-120 g,41852,,,,,,,,,
757774,Type Description,"
Sitz.-Ber. Ges. Naturf. Fr. Berlin, 1894:204.
",41852,Description,"Diurnal grassland inhabitants, these rats have grizzled coloration in their fur.
",41852,Type Locality,"
C. Tanzania, Kondoa District, Barungi.
",41852,Measurements, Head and body: 106-204 mmTail length: 100-152 mmHindfoot length: 23-32 mmWeight: 50-120 g,41852,,,,,,,,,
757777,Type Description,"
Cat. Mam. Mus. Natl. Hist. Nat., Paris, p. 186.
",41852,Description,"Diurnal grassland inhabitants, these rats have grizzled coloration in their fur.
",41852,Type Locality,"
Egypt.
",41852,Measurements, Head and body: 106-204 mmTail length: 100-152 mmHindfoot length: 23-32 mmWeight: 50-120 g,41852,,,,,,,,,
311509,Type Description,"
Lawrence, B., and A. Loveridge. 1953. Zollogical results of a fifth expedition to East Africa. I. Mammals from Nyasaland and Tet. With notes on the genus Otomys. Bulletin of the Museum of Comparative Zoology at Harvard College, 110:1-80.
",41852,Description,"The common name of this rodent comes from its very shaggy fur.  It inhabits wet marshy areas.Key Reference:1. Kingdon, J. 1997. The Kingdon field guide to African mammals, AP Natural World Academic Press, Harcourt Brace & Company, San Diego, p. 209-210.2. Nowak, R. M. 1999. Walker's Mammals of the World. Sixth ed. Johns Hopkins University Press, Baltimore, 2:1344-1346, 1602.
 
",41852,Type Locality,"
SW Tanzania, Rungwe Mtn, Ilolo (09°10'S, 33°37'E, as per W. Verheyen et al., 2003).
",41852,Measurements, Head and body: 120-190 mmTail length: 100-180 mmWeight: 80-165 g,41852,,,,,,,,,
756800,Type Description,"
Ofv. K. Svenska Vet.-Akad. Forhandl, Stockholm, 1846, 3:120.
",41852,Description,The common name of this rodent comes from its very shaggy fur.  It inhabits wet marshy areas.,41852,Type Locality,"
South Africa, 'Caffraria prope Portum Natal,' (= Durban, KwaZulu-Natal); 29°15'S, 31°01'E (W. Verheyen et al., 2003).
",41852,Distribution,"Dasymys incomtus prefers wetter grassy areas, highland bogs and marshes of sub-Saharan Africa from the Dem. Rep. of Congo to Kenya and south to South Africa up to 4,000 m. (Kingdon, 1984, 1997) (Wilson and Reeder, 2005)",41852,Measurements, Total length: 152-323 mmHead and body: 124-190 mmTail length: 107-185 mmHindfoot length: 27-33 mmEar length: 16-21 mmWeight: 82-125 g,41852,,,,,,
311517,Type Description,"
Verheyen, W. N., J. L. J. Hulselmans, T. Dierckx, M. Colyn, H. Leirs, and E. Verheyen. 2003. A craniometric and genetic approach to the systematics of the genus Dasymys Peters, 1875, selection of a neotype and description of three new taxa (Rodentia, Muridae, Africa).  Bulletin de L'Institut Royal des Sciences Naturelles de Belgique, Biologie, 73:27-71.
",41852,Description,The common name of this rodent comes from its very shaggy fur.  It inhabits wet marshy areas.,41852,Type Locality,"
E Tanzania, Mbete (06°52'S, 37°41'E, as per W. Verheyen et al., 2003:41), near Morogoro, on flanks of the Uluguru Range (Kitundu Forest), 1540 m.
",41852,Distribution,"Restricted to the Morogoro Region in eastern Tanzania, Dasymys sua is found in wet marshy areas including moss and sedge bogs from 400-1,600 m. (Kingdon, 1997) (Wilson and Reeder, 2005)
Key Reference:1. Kingdon, J. 1984. East African mammals: An atlas of evolution in Africa. (Insectivores and Bats). University of Chicago Press, Chicago, 2B:606-607.2. Kingdon, J. 1997. The Kingdon field guide to African mammals, AP Natural World Academic Press, Harcourt Brace & Company, San Diego, p. 209-210.3. Nowak, R. M. 1999. Walker's Mammals of the World. Sixth ed. Johns Hopkins University Press, Baltimore, 2:1344-1346, 1602.4. Wilson, D. E., and D. M. Reeder (eds.). 2005. Mammal species of the world, a taxonomic and geographic reference, Third ed. The Johns Hopkins University Press, Baltimore, 2:1316.

 
",41852,Measurements, Head and body: 124-190 mmTail length: 107-185 mmHindfoot length: 27-33 mmWeight: 82-125 g,41852,,,,,,
311624,Type Description,"
Ann. Mag. Nat. Hist., ser. 7, 8:275.
",41852,Type Locality,"
Kenya, Lake Naivasha.
",41852,Measurements, Head and body: 75-86 mmTail length: 96-112 mmHindfoot length: 21-22 mmWeight: 15-25 g,41852,,,,,,,,,,,,
756349,Type Description,"
Zool. Jahrb. Syst., 2:241.
",41852,Description,"These rodents are sometimes called the naked-soled gerbils, because of the lack of hair on the soles of the hind feet.  Differentiation among the different species within this genus is difficult.",41852,Type Locality,"
Dem. Rep. Congo, Katanga Province, Marungu, Qua Mpala (see Ansell, 1978, and Hill and Carter, 1941, for placement of type locality in S Dem. Rep. Congo; it has also been identified as N Zambia [G. M. Allen, 1939; Bates, 1988]).
",41852,Measurements, Head and body: 155-185 mmTail length: 210-245 mmHindfoot length: 43-44 mmWeight: 60-125 g,41852,,,,,,,,,
756346,Type Description,"
Proc. Zool. Soc. Lond., 1908:169.
",41852,Description,"These rodents are sometimes called the naked-soled gerbils, because of the lack of hair on the soles of the hind feet.  Differentiation among the different species within this genus is difficult.",41852,Type Locality,"
Mozambique, Gorongoza Dist., Tambarara.
",41852,Measurements, Head and body: 145-175 mmTail length: 152-185 mmHindfoot length: 37-39 mmWeight: 60-125 g,41852,,,,,,,,,
756351,Type Description,"
Bericht Verhandl. K. Preuss. Akad. Wiss., Berlin, 17:274.
",41852,Description,"These rodents are sometimes called the naked-soled gerbils, because of the lack of hair on the soles of the hind feet.  Differentiation among the different species within this genus is difficult.Key Reference:1. Kingdon, J. 1984. East African mammals: An atlas of evolution in Africa. (Hares and Rodents). University of Chicago Press, Chicago, 2B:508-513.2. Kingdon, J. 1997. The Kingdon field guide to African mammals, AP Natural World Academic Press, Harcourt Brace & Company, San Diego, p. 194-195.3. Nowak, R. M. 1999. Walker's Mammals of the World. Sixth ed. Johns Hopkins University Press, Baltimore, 2:1344-1346, 1449-1451.

 
",41852,Type Locality,"
Mozambique, north of Zambezi River, Mesuril (as restricted by Davis, 1949:1004).
",41852,Measurements, Head and body: 120-136 mmTail length: 130-176 mmHindfoot length: 29-35.5 mmWeight: 60-125 g,41852,,,,,,,,,
756350,Type Description,"
Monatsb. K. Preuss. Akad. Wiss., Berlin, 1879:200 [1878].
",41852,Description,"These rodents are sometimes called the naked-soled gerbils, because of the lack of hair on the soles of the hind feet.  Differentiation among the different species within this genus is difficult.Key Reference:1. Kingdon, J. 1984. East African mammals: An atlas of evolution in Africa. (Hares and Rodents). University of Chicago Press, Chicago, 2B:508-513.2. Kingdon, J. 1997. The Kingdon field guide to African mammals, AP Natural World Academic Press, Harcourt Brace & Company, San Diego, p. 194-195.3. Nowak, R. M. 1999. Walker's Mammals of the World. Sixth ed. Johns Hopkins University Press, Baltimore, 2:1344-1346, 1449-1451.

 
",41852,Type Locality,"
Kenya, Taita, Ndi.
",41852,Measurements, Head and body: 120-160 mmTail length: 160-204 mmHindfoot length: 35-38 mmWeight: 60-125 g,41852,,,,,,,,,
756354,Type Description,"
In Ruppell, Atlas Reise Nordl. Afrika, Zool. Saugeth., 1:75.
",41852,Description,"These rodents are sometimes called the naked-soled gerbils, because of the lack of hair on the soles of the hind feet.  Differentiation among the different species within this genus is difficult.",41852,Type Locality,"
Sudan, Ambukol.
",41852,Measurements, Total length: 229-340 mmHead and body: 110-160 mmTail length: 139-190 mmHindfoot length: 32-35 mmEar length: 14-23 mmWeight: 60-125 g,41852,,,,,,,,,
756348,Type Description,"
J. Sci. Math. Phys. Nat. Lisboa, 2(5):6.
",41852,Description,"These rodents are sometimes called the naked-soled gerbils, because of the lack of hair on the soles of the hind feet.  Differentiation among the different species within this genus is difficult.",41852,Type Locality,"
Angola, Rio Cuando, Ambaca, Quissange, Caconda.
",41852,Measurements, Head and body: 112-190 mmTail length: 120-180 mmHindfoot length: 27-37 mmEar length: 22-24 mmWeight: 60-125 g,41852,,,,,,,,,
756332,Type Description,"
Monatsb. K. Preuss. Akad. Wiss., Berlin, 1879:201 [1878].
",41852,Type Locality,"
Kenya, Ndi and Kitui.
",41852,Measurements, Head and body: 85-98 mmTail length: 100-110 mmWeight: 15-25 g,41852,,,,,,,,,,,,
756251,Type Description,"
Enumer. Mamm. Capensium, p. 38.
",41852,Description,These rodents are good climbers and characterized by beautiful golden fur on the back and yellowish-white fur on the belly.  The tails are very long.,41852,Type Locality,"
South Africa, near Cape Town.
",41852,Distribution,"Grammomys dolichurus is found in moist vegetation but prefers tall grass and secondary scrub from Guinea to central Sudan and down to the eastern coastline of South Africa, northern Zimbabwe, Zambia and Angola. (Kingdon, 1984, 1997)
",41852,Measurements, Total length: 151-307 mmHead and body: 95-129 mmTail length: 146-193 mmHindfoot length: 20.5-26 mmEar length: 11-22 mmWeight: 30-60 g,41852,,,,,,
756246,Type Description,"
Field Mus. Nat. Hist. Publ., Zool. Ser., 10:8.
",41852,Description,These rodents are good climbers and characterized by beautiful golden fur on the back and yellowish-white fur on the belly.  The tails are very long.,41852,Type Locality,"
Kenya, Molo.
",41852,Distribution,"Grammomys ibeanus prefers wet montane forests north of Lake Nyasa in northern Zambia and Malawi up into Tanzania but is found as far south as the coastline in Mozambique. (Kingdon, 1984, 1997)",41852,Measurements, Total length: 207-315 mmHead and body: 112-129 mmTail length: 142-195 mmHindfoot length: 20-25 mmEar length: 17-23 mmWeight: 30-60 g,41852,,,,,,
756249,Type Description,"
Ann. Mag. Nat. Hist., ser. 7, 20:504.
",41852,Description,These rodents are good climbers and characterized by beautiful golden fur on the back and yellowish-white fur on the belly.  The tails are very long.,41852,Type Locality,"
Ethiopia, north of Lake Rudolf, Wouida.
",41852,Distribution,"Distributed throughout Africa south of the Sahara, Grammomys macmillani is found mainly moist vegetation types.  (Kingdon, 1984, 1997)
",41852,Measurements, Total length: 165-313 mmHead and body: 85-130 mmTail length: 130-205 mmHindfoot length: 20-27 mmEar length: 11-22 mmWeight: 30-60 g,41852,,,,,,
755998,Type Description,"
Bishop, I. R. 1979. Notes on Praomys (Hylomyscus) in eastern Africa. Mammalia, 43:521-530.
",41852,Description,Ansell's Hylomyscus (Hylomyscus anselli) is a small wood mouse with a slightly darker fawn colour on the dorsal pelage and a light grey-white on the ventral underside (,41852,Type Locality,"
Zambia, Mwinilunga District, Jimbe Stream, 10°57'S, 24°05'E.
",41852,Distribution,"Hylomyscus anselli occurs in more southern African mountains from the central Angolan highlands through the disconnnected mountain chains  in northern Zambia to western most Tanzania (Ufipa Plateau) from a known altitudinal range of 1220-2300 m. (Carleton & Stanley, 2005) (Carleton et al., 2006)
",41852,Comparisons,Hylomyscus anselli can be differentiated from H. denniae by the presence of only 6 mammary glands instead of 8 (pectoral pair of teats are absent). H. anselli has a well defined subsquamosal fenestra in the otic region (,41852,Measurements, Head and body: 71-120 mmTail length: 100-172 mmHindfoot length: 19.5-22 mmWeight: 8-42 g,41852,,,
755997,Type Description,"
Carleton, M. D. and W. T. Stanley. 2005. Review of the Hylomyscus denniae complex (Rodentia: Muridae) in Tanzania, with a description of a new species. Proceedings of the Biological Society of Washington, 118(3):619-646.
",41852,Description,"The Eastern Montane Hylomyscus is blackish brown around eyes and rostrum, dark brown on the back with more vivid sides, and whitish gray on the ventrum.  The contrast between the sides and ventrum is prominent (",41852,Type Locality,"
Tanzania, Tanga Region, Muheza District, East Usambara Mountains, 4.5 km WNW Amani, Monga Tea Estate, control site; elevation 900 m; geographic coordinates, as recorded by the collector, 05°06'S, 38°36'E.
",41852,Distribution,"Hylomyscus arcimontensis is found in the forested highlands from the Misuku Mountains, northern Malawi to Mount Rungwe and contiguous highlands, in southwestern Tanzania and eastwards through the Eastern Arc Mountain chain to the South Pare Mountains, northeastern Tanzania with a known altitudinal range, 900-2410 m. (Carleton & Stanley, 2005)
",41852,Comparisons,"The Eastern Montane Hylomyscus can be differentiated from the Montane Hylomycus (Hylomyscus denniae) by the presence of 6 mammae instead of 8, a much larger subsquamosal fenestra in the otic region, and a relatively shorter incisive foramina.  It can be differentiated from Ansell's Hylomyscus (H. anselli) in that it is generally smaller than H. anselli in both external and cranial measurements.  For example, the mean total and tail lengths of H. anselli from the Mbizi Mountains is 246 and 146 mm, compared to 217 and 127 mm for H. arcimontensis from Mt. Rungwe. (Carleton & Stanley, 2005)Within the areas where it occurs (Eastern Arc Mountains and Mt. Rungwe) the Eastern Montane Hylomyscus is most commonly confused with the East African Praomys (Praomys delectorum).  Hylomyscus has shorter broader hind feet with the fifth digit almost as long as the next three digits (",41852,Measurements, Total length: 118-262 mmHead and body: 71-120 mmTail length: 100-172 mmHindfoot length: 19.5-22 mmEar length: 8-21 mmWeight: 8-42 g,41852,,,
756004,Type Description,"
Thomas, O. 1906. Descriptions of new mammals from Mount Ruwenzori. Annals and Magazine of Natural History, ser. 7, 18:136-147.
",41852,Description,"The Montane Hylomyscus (Hylomyscus denniae) has a soft and woolly, buffy fawn colour to the dorsal pelage with a whitish to buff colour on the ventral side. The head is greyer than the dorsal back side with the lower muzzle parts as white (",41852,Type Locality,"
Uganda, Mubuku Valley, Ruwenzori East, 7000 ft (2134 m).
",41852,Distribution,"Centered in the eastern African mountains, Hylomyscus denniae ranges from the northern sections of the Albertine Rift in northeastern Democratic Republic of Congo and the central East African mountains of Uganda, Kenya and Tanzania. (Carlton & Stanley, 2005) A higher elevational species, H. denniae is also found in forest islands in the Afro-alpine and subalpine moorlands from west central to Angola, Uganda, western Rwanda, and Kenya down through Tanzania and Zambia. (Kingdon, 1984, 1997) (Wilson and Reeder, 2005)
",41852,Comparisons,The skull of H. denniae has a long incisive (palatal) foramina compared to H. stella (,41852,Measurements, Head and body: 71-120 mmTail length: 100-172 mmHindfoot length: 19.5-22 mmWeight: 8-42 g,41852,,,
756003,Type Description,"
Thomas, O. 1911. Thre new African rodents. Annals and Magazine of Natural History, ser. 8, 7:590-593.
",41852,Description,"The dorsal pellage of the Stella Wood Mouse (Hylomyscus stella) is a dull rufous fawn or redish-brown with the base of the hairs a dark grey colour and a whitish-grey ventral underside , the bas of the hairs grey with greyish white tips (",41852,Type Locality,"
E Dem. Rep. Congo, Ituri Forest, between Mawambi and Avakubi.
",41852,Distribution,"Distributed throughout central and eastern Africa from Nigeria south to northern Angola, east to Kenya, Uganda, and east-central Tanzania but species distribution limits are unknown. (Wilson and Reeder, 2005) Hylomyscua stella is considered a rain forest species and will be found throughout the lower altitudinal forests of East Africa. (Kingdon, 1984)
",41852,Comparisons,The skull of H. stella has a shorter incisive (palatal) foramina compared to H. denniae (,41852,Measurements, Total length: 176-261 mmHead and body: 79-104 mmTail length: 111-150 mmHindfoot length: 16-20 mmEar length: 16-20 mmWeight: 15-24 g,41852,,,
755823,Type Description,"
Ann. Mag. Nat. Hist., ser. 7, 13:414.
",41852,Description,"This rodent has a prominent black stripe down the midline of the back, a bicoloured tail and a white belly.  The upper incisors are not grooved.
",41852,Type Locality,"
Tanzania, Nguru Mtns, Monda.
",41852,Distribution,"Lemniscomys rosalia is distributed throughout south and east Africa from the Dem. Rep. of Congo to southern Kenya down to northern Namibia, Botswana and northern South Africa. This species is found in grasslands and woodland localities. (Kingdon, 1984, 1997) L. rosalia has been recorded in variety of localities within Tanzania, including Tarangire National Park and near Dar es Salaam.
",41852,Comparisons,"Other Lemniscomys have more than one line along the back.  Other rodents with one line have either grooved upper incisors (Pelomys), or are smaller with a tail that is much longer than the head and body and only three toes on the front foot (Dendromus), or the belly is a dirty gray colour and not white (Arvicanthis).
",41852,Measurements, Total length: 122-260 mmHead and body: 98-140 mmTail length: 102-155 mmHindfoot length: 23-32 mmEar length: 11-18 mmWeight: 20-68 g,41852,,,
755826,Type Description,"
Syst. Nat., 10th ed., 1:62.
",41852,Description,"This rodent has several prominent black stripes down the midline of the back, that are interrupted with spots, a bicoloured tail and a white belly.  
",41852,Type Locality,"
'India' (= Sierra Leone; G. M. Allen, 1939:394).
",41852,Distribution,"Lemniscomys striatus has been recorded in variety of grassland and savanna habitats.
",41852,Comparisons,"The only other rodents with several black stripes down the back are Lemniscomys zebra (where the stripes are not interrupted with spots) or Rhabdomys (where there are only four stripes; L. striatus has more than four stripes).  
",41852,Measurements, Head and body: 98-140 mmTail length: 102-155 mmHindfoot length: 23-32 mmWeight: 20-68 g,41852,,,
755824,Type Description,"
Beit. Zool. Cent.-Afrika's Leopoldina, 31:10.
",41852,Description,"This rodent has several prominent continuous black stripes down the midline of the back that are not interrupted with spots, a bicoloured tail and a white belly.  
",41852,Type Locality,"
Sudan, Bahr el Ghazal (Carleton and Van der Straeten, 1997, provided additional information).
",41852,Distribution,"Lemniscomys zebra is found in the drier savannas and steppes that border the Sahara south from Senegal across the continent to the Sudan and down to Tanzania. (Kingdon, 1984, 1997) This species has been recorded in variety of dry rocky habitats within Tanzania.
",41852,Comparisons,"The only other rodents with several black stripes down the back are Lemniscomys striatus (where the stripes are interrupted with spots) or Rhabdomys (where there are only four stripes; L. zebra has more than four stripes).  
",41852,Measurements, Head and body: 90-118 mmTail length: 95-133 mmHindfoot length: 22-26 mmWeight: 23-41 g,41852,,,
312629,Type Description,"
Proc. Zool. Soc. Lond., 1896:607.
",41852,Description,These rats are recognizable because of their distinctive fur.  Often the tail is missing and they have a very strong odor.,41852,Type Locality,"
Kenya, Nyanza Province, Mumia's.
",41852,Measurements, Head and body: 120-160 mmTail length: 65-85 mmHindfoot length: 20-23 mmWeight: 50-101 g,41852,,,,,,,,,
312630,Type Description,"
Proc. U. S. Nat. Mus., 15:460.
",41852,Description,These rats are recognizable because of their distinctive fur.  Often the tail is missing and they have a very strong odor.,41852,Type Locality,"
East Africa, Tanzania, Mt Kilimanjaro, 8000 ft (2650 m; coordinates given by W. Verheyen et al., 2002).
",41852,Distribution,"One of the most numerous rodents in tropical Africa, Lophuromys aquilus can be found in moist scrub, forest, and grassy areas from sea-level to 3,000 m. (Kingdon, 1984, 1997)
",41852,Measurements, Total length: 162-215 mmHead and body: 100-134 mmTail length: 58-94 mmHindfoot length: 19-23 mmEar length: 16-20 mmWeight: 45-95 g,41852,,,,,,
312645,Type Description,"
Esquisses Zool. Sur la Cote de Guine, p. 160.
",41852,Description,These rats are recognizable because of their distinctive fur.  Often the tail is missing and they have a very strong odor.,41852,Type Locality,"
Ghana, Dabacrom.
",41852,Measurements, Head and body: 120-160 mmTail length: 65-85 mmHindfoot length: 20-23 mmWeight: 50-101 g,41852,,,,,,,,,
312646,Type Description,"
Verheyen, W., J. L. Hulselmans, T. Dierckx, and E. Verheyen. 2002. The Lophuromys flavopunctatus Thomas 1888 species complex: A craniometric study, with the description and genetic characterization of two new species (Rodentia-Muridae-Africa).  Bulletin de L'Institut Royal des Sciences Naturelles de Belgique, Biologie, 72:141-182.
",41852,Description,"These rats are recognizable because of their distinctive fur.  Often the tail is missing and they have a very strong odor.Key Reference:1. Kingdon, J. 1984. East African mammals: An atlas of evolution in Africa. (Hares and Rodents). University of Chicago Press, Chicago, 2B:646-651.2. Kingdon, J. 1997. The Kingdon field guide to African mammals, AP Natural World Academic Press, Harcourt Brace & Company, San Diego, p. 204-205.3. Nowak, R. M. 1999. Walker's Mammals of the World. Sixth ed. Johns Hopkins University Press, Baltimore, 2:1344-1346, 1586-1588.

 
",41852,Type Locality,"
N Tanzania, Mt. Meru, 2600 m (coordinates given W. Verheyen et al., 2002).
",41852,Measurements, Head and body: 100-134 mmTail length: 58-94 mmHindfoot length: 19-23 mmWeight: 45-95 g,41852,,,,,,,,,
755569,Type Description,"
Smith, A. 1833-1834. An epitome of African Zoology; or, a concise description of the objects of the animal Kingdom inhabiting Africa, its islands and seas. South African Quarterly Journal, 2:16-32, 49-64, 81-96, 113-128, 145-160, 169-192, 209-224, 233-248.
",41852,Description,Look for the incisive foramina ending in front of the first molars in the upper toothrows.  The genus gets the English name from the large number of teats in females.,41852,Type Locality,"
South Africa, KwaZulu-Natal, Port Natal (= Durban).
",41852,Distribution,"Mastomys natalensis is found in savannas, woodlands, secondary growth, forest clearings, fields near villages and in houses. This species in distributed in all but the driest areas just northwest and south of the Sahara. (Kingdon, 1984, 1997)
",41852,Measurements, Total length: 81-253 mmHead and body: 90-155 mmTail length: 88-150 mmHindfoot length: 18-30 mmEar length: 9-23 mmWeight: 20-70 g,41852,,,,,,
755565,Type Description,"
Ann. Mag. Nat. Hist., ser. 9, 8:568.
",41852,Description,Mastomys pernanus is the smallest of the three species and is not commonly seen and poorly known.  Recent specimens have been documented in Tarangire National Park.  The genus gets the English name from the large number of teats in females.,41852,Type Locality,"
SW Kenya, Amala (Mara) River; see G. M. Allen (1939:406) and Misonne and Verschuren (1964:655) for details.
",41852,Measurements, Total length: 105-176 mmHead and body: 62-77 mmTail length: 52-66 mmHindfoot length: 14-17 mmEar length: 8-16 mmWeight: 7-18 g,41852,,,,,,,,,
753057,Type Description,"
Smith, A. 1833-1834. An epitome of African Zoology; or, a concise description of the objects of the animal Kingdom inhabiting Africa, its islands and seas. South African Quarterly Journal, 2:16-32, 49-64, 81-96, 113-128, 145-160, 169-192, 209-224, 233-248.
",41852,Description,This genus is familiar to people all over the world.  Look for the notch in the back of the tip of the upper incisor and the short tail relative to the body.,41852,Type Locality,"
South Africa, S Western Cape Province, Cape Town.
",41852,Distribution,"Distributed widely south of the Sahara, Mus minutoides can be found in almost all vegetation types and at all altitudes and ranges from forests to semi-arid bush.  (Kingdon, 1984, 1997)
",41852,Measurements, Head and body: 45-77 mmTail length: 36-70 mmWeight: 2.5-10.5 g,41852,,,,,,
753052,Type Description,"
Esquisses Zool. Sur la Cote de Guine, p. 161.
",41852,Description,This genus is familiar to people all over the world.  Look for the notch in the back of the tip of the upper incisor and the short tail relative to the body.,41852,Type Locality,"
West Africa, ""Côte de Guine.""
",41852,Measurements, Total length: 83-130 mmHead and body: 45-77 mmTail length: 36-70 mmHindfoot length: 12-15 mmEar length: 8-11 mmWeight: 2.5-10.5 g,41852,,,,,,,,,
564570,Type Description,"
Syst. Nat., 10th ed., 1:62.
",41852,Description,This genus is familiar to people all over the world.  Look for the notch in the back of the tip of the upper incisor and the short tail relative to the body.,41852,Type Locality,"
Sweden, Uppsala County, Uppsala.
",41852,Measurements, Total length: 127 mmHead and body: 72-92 mmTail length: 70-86 mmHindfoot length: 16 mmEar length: 12 mmWeight: 13-30 g,41852,,,,,,,,,
753040,Type Description,"
Thomas, O. 1910. New African Mammals. Annals and Magazine of Natural History, ser. 8, 5:83-92.
",41852,Description,"This genus is familiar to people all over the world.  Look for the notch in the back of the tip of the upper incisor and the short tail relative to the body.Key Reference:1. Kingdon, J. 1997. The Kingdon field guide to African mammals, AP Natural World Academic Press, Harcourt Brace & Company, San Diego, p. 208.2. Nowak, R. M. 1999. Walker's Mammals of the World. Sixth ed. Johns Hopkins University Press, Baltimore, 2:1344-1346, 1604-1608.
 
",41852,Type Locality,"
SE Zambia, E Loangwe Dist., Petauke, 2400 ft (732 m; Ansell, 1978, provided coordinates).
",41852,Measurements, Head and body: 45-110 mmTail length: 35-100 mmWeight: 2.5-18 g,41852,,,,,,,,,
753043,Type Description,"
Thomas, O. 1909. New African Mammals. Annals and Magazine of Natural History, ser. 8, 4:542-549.
",41852,Description,"This genus is familiar to people all over the world.  Look for the notch in the back of the tip of the upper incisor and the short tail relative to the body.Key Reference:1. Kingdon, J. 1997. The Kingdon field guide to African mammals, AP Natural World Academic Press, Harcourt Brace & Company, San Diego, p. 208.2. Nowak, R. M. 1999. Walker's Mammals of the World. Sixth ed. Johns Hopkins University Press, Baltimore, 2:1344-1346, 1604-1608.
 
",41852,Type Locality,"
W Kenya, Mt Elgon, Kirui, 6000 ft (1830 m).
",41852,Measurements, Head and body: 64-68 mmTail length: 34-40 mmWeight: 2.5-18 g,41852,,,,,,,,,
